offense_type,nibrs_class,month,count,rollavg_3month
Aggravated Assault,13A,2019-01-01,1001,NA
Aggravated Assault,13A,2019-02-01,936,NA
Aggravated Assault,13A,2019-03-01,1191,1043
Aggravated Assault,13A,2019-04-01,1120,1082
Aggravated Assault,13A,2019-05-01,1357,1223
Aggravated Assault,13A,2019-06-01,1244,1240
Aggravated Assault,13A,2019-07-01,1286,1296
Aggravated Assault,13A,2019-08-01,1280,1270
Aggravated Assault,13A,2019-09-01,1366,1311
Aggravated Assault,13A,2019-10-01,1318,1321
Aggravated Assault,13A,2019-11-01,1248,1311
Aggravated Assault,13A,2019-12-01,1387,1318
Aggravated Assault,13A,2020-01-01,1290,1308
Aggravated Assault,13A,2020-02-01,1192,1290
Aggravated Assault,13A,2020-03-01,1491,1324
Aggravated Assault,13A,2020-04-01,1592,1425
Aggravated Assault,13A,2020-05-01,1898,1660
Aggravated Assault,13A,2020-06-01,1643,1711
Aggravated Assault,13A,2020-07-01,1702,1748
Aggravated Assault,13A,2020-08-01,1897,1747
Aggravated Assault,13A,2020-09-01,1587,1729
Aggravated Assault,13A,2020-10-01,1803,1762
Aggravated Assault,13A,2020-11-01,1627,1672
Aggravated Assault,13A,2020-12-01,1634,1688
Aggravated Assault,13A,2021-01-01,1605,1622
Aggravated Assault,13A,2021-02-01,1304,1514
Aggravated Assault,13A,2021-03-01,1530,1480
Aggravated Assault,13A,2021-04-01,1625,1486
Aggravated Assault,13A,2021-05-01,1796,1650
Aggravated Assault,13A,2021-06-01,1789,1737
Aggravated Assault,13A,2021-07-01,1794,1793
Aggravated Assault,13A,2021-08-01,1675,1753
Aggravated Assault,13A,2021-09-01,1586,1685
Aggravated Assault,13A,2021-10-01,1574,1612
Aggravated Assault,13A,2021-11-01,1354,1505
Aggravated Assault,13A,2021-12-01,1502,1477
Aggravated Assault,13A,2022-01-01,1522,1459
Aggravated Assault,13A,2022-02-01,1356,1460
Aggravated Assault,13A,2022-03-01,1496,1458
Aggravated Assault,13A,2022-04-01,1483,1445
Aggravated Assault,13A,2022-05-01,1722,1567
Aggravated Assault,13A,2022-06-01,1454,1553
Aggravated Assault,13A,2022-07-01,1536,1571
Aggravated Assault,13A,2022-08-01,1531,1507
Aggravated Assault,13A,2022-09-01,1463,1510
Aggravated Assault,13A,2022-10-01,1423,1472
Aggravated Assault,13A,2022-11-01,1401,1429
Aggravated Assault,13A,2022-12-01,1239,1354
Aggravated Assault,13A,2023-01-01,1310,1317
Aggravated Assault,13A,2023-02-01,1096,1215
Aggravated Assault,13A,2023-03-01,1495,1300
Aggravated Assault,13A,2023-04-01,1385,1325
Aggravated Assault,13A,2023-05-01,1521,1467
Aggravated Assault,13A,2023-06-01,642,1183
All other larceny,23H,2019-01-01,1593,NA
All other larceny,23H,2019-02-01,1422,NA
All other larceny,23H,2019-03-01,1539,1518
All other larceny,23H,2019-04-01,1474,1478
All other larceny,23H,2019-05-01,1738,1584
All other larceny,23H,2019-06-01,1604,1605
All other larceny,23H,2019-07-01,1574,1639
All other larceny,23H,2019-08-01,1671,1616
All other larceny,23H,2019-09-01,1430,1558
All other larceny,23H,2019-10-01,1511,1537
All other larceny,23H,2019-11-01,1424,1455
All other larceny,23H,2019-12-01,1542,1492
All other larceny,23H,2020-01-01,1330,1432
All other larceny,23H,2020-02-01,1243,1372
All other larceny,23H,2020-03-01,1332,1302
All other larceny,23H,2020-04-01,1294,1290
All other larceny,23H,2020-05-01,1446,1357
All other larceny,23H,2020-06-01,1662,1467
All other larceny,23H,2020-07-01,1582,1563
All other larceny,23H,2020-08-01,1670,1638
All other larceny,23H,2020-09-01,1532,1595
All other larceny,23H,2020-10-01,1635,1612
All other larceny,23H,2020-11-01,1528,1565
All other larceny,23H,2020-12-01,1580,1581
All other larceny,23H,2021-01-01,1492,1533
All other larceny,23H,2021-02-01,1270,1447
All other larceny,23H,2021-03-01,1546,1436
All other larceny,23H,2021-04-01,1500,1439
All other larceny,23H,2021-05-01,1471,1506
All other larceny,23H,2021-06-01,1445,1472
All other larceny,23H,2021-07-01,1287,1401
All other larceny,23H,2021-08-01,1234,1322
All other larceny,23H,2021-09-01,1347,1289
All other larceny,23H,2021-10-01,1478,1353
All other larceny,23H,2021-11-01,1363,1396
All other larceny,23H,2021-12-01,1388,1410
All other larceny,23H,2022-01-01,1466,1406
All other larceny,23H,2022-02-01,1285,1380
All other larceny,23H,2022-03-01,1472,1408
All other larceny,23H,2022-04-01,1590,1449
All other larceny,23H,2022-05-01,1718,1593
All other larceny,23H,2022-06-01,1580,1629
All other larceny,23H,2022-07-01,1422,1573
All other larceny,23H,2022-08-01,1587,1530
All other larceny,23H,2022-09-01,1571,1527
All other larceny,23H,2022-10-01,1635,1598
All other larceny,23H,2022-11-01,1483,1563
All other larceny,23H,2022-12-01,1236,1451
All other larceny,23H,2023-01-01,1512,1410
All other larceny,23H,2023-02-01,1291,1346
All other larceny,23H,2023-03-01,1515,1439
All other larceny,23H,2023-04-01,1318,1375
All other larceny,23H,2023-05-01,1735,1523
All other larceny,23H,2023-06-01,809,1287
All other offenses,90Z,2020-01-01,1545,NA
All other offenses,90Z,2020-02-01,1417,NA
All other offenses,90Z,2020-03-01,1292,1418
All other offenses,90Z,2020-04-01,1280,1330
All other offenses,90Z,2020-05-01,1247,1273
All other offenses,90Z,2020-06-01,969,1165
All other offenses,90Z,2020-07-01,964,1060
All other offenses,90Z,2020-08-01,1027,987
All other offenses,90Z,2020-09-01,955,982
All other offenses,90Z,2020-10-01,1025,1002
All other offenses,90Z,2020-11-01,999,993
All other offenses,90Z,2020-12-01,966,997
All other offenses,90Z,2021-01-01,1004,990
All other offenses,90Z,2021-02-01,984,985
All other offenses,90Z,2021-03-01,1681,1223
All other offenses,90Z,2021-04-01,1308,1324
All other offenses,90Z,2021-05-01,1285,1425
All other offenses,90Z,2021-06-01,1293,1295
All other offenses,90Z,2021-07-01,1348,1309
All other offenses,90Z,2021-08-01,1354,1332
All other offenses,90Z,2021-09-01,1114,1272
All other offenses,90Z,2021-10-01,1268,1245
All other offenses,90Z,2021-11-01,1086,1156
All other offenses,90Z,2021-12-01,1129,1161
All other offenses,90Z,2022-01-01,1209,1141
All other offenses,90Z,2022-02-01,1210,1183
All other offenses,90Z,2022-03-01,1424,1281
All other offenses,90Z,2022-04-01,1325,1320
All other offenses,90Z,2022-05-01,1201,1317
All other offenses,90Z,2022-06-01,1253,1260
All other offenses,90Z,2022-07-01,1383,1279
All other offenses,90Z,2022-08-01,1425,1354
All other offenses,90Z,2022-09-01,1277,1362
All other offenses,90Z,2022-10-01,1293,1332
All other offenses,90Z,2022-11-01,1151,1240
All other offenses,90Z,2022-12-01,912,1119
All other offenses,90Z,2023-01-01,1376,1146
All other offenses,90Z,2023-02-01,1312,1200
All other offenses,90Z,2023-03-01,1412,1367
All other offenses,90Z,2023-04-01,1331,1352
All other offenses,90Z,2023-05-01,1661,1468
All other offenses,90Z,2023-06-01,858,1283
Animal Cruelty,720,2019-01-01,32,NA
Animal Cruelty,720,2019-02-01,21,NA
Animal Cruelty,720,2019-03-01,28,27
Animal Cruelty,720,2019-04-01,22,24
Animal Cruelty,720,2019-05-01,30,27
Animal Cruelty,720,2019-06-01,30,27
Animal Cruelty,720,2019-07-01,27,29
Animal Cruelty,720,2019-08-01,33,30
Animal Cruelty,720,2019-09-01,27,29
Animal Cruelty,720,2019-10-01,23,28
Animal Cruelty,720,2019-11-01,33,28
Animal Cruelty,720,2019-12-01,24,27
Animal Cruelty,720,2020-01-01,31,29
Animal Cruelty,720,2020-02-01,24,26
Animal Cruelty,720,2020-03-01,27,27
Animal Cruelty,720,2020-04-01,26,26
Animal Cruelty,720,2020-05-01,31,28
Animal Cruelty,720,2020-06-01,23,27
Animal Cruelty,720,2020-07-01,20,25
Animal Cruelty,720,2020-08-01,26,23
Animal Cruelty,720,2020-09-01,25,24
Animal Cruelty,720,2020-10-01,26,26
Animal Cruelty,720,2020-11-01,21,24
Animal Cruelty,720,2020-12-01,30,26
Animal Cruelty,720,2021-01-01,52,34
Animal Cruelty,720,2021-02-01,54,45
Animal Cruelty,720,2021-03-01,39,48
Animal Cruelty,720,2021-04-01,41,45
Animal Cruelty,720,2021-05-01,46,42
Animal Cruelty,720,2021-06-01,49,45
Animal Cruelty,720,2021-07-01,53,49
Animal Cruelty,720,2021-08-01,54,52
Animal Cruelty,720,2021-09-01,43,50
Animal Cruelty,720,2021-10-01,33,43
Animal Cruelty,720,2021-11-01,43,40
Animal Cruelty,720,2021-12-01,35,37
Animal Cruelty,720,2022-01-01,45,41
Animal Cruelty,720,2022-02-01,48,43
Animal Cruelty,720,2022-03-01,52,48
Animal Cruelty,720,2022-04-01,45,48
Animal Cruelty,720,2022-05-01,50,49
Animal Cruelty,720,2022-06-01,44,46
Animal Cruelty,720,2022-07-01,42,45
Animal Cruelty,720,2022-08-01,31,39
Animal Cruelty,720,2022-09-01,47,40
Animal Cruelty,720,2022-10-01,31,36
Animal Cruelty,720,2022-11-01,28,35
Animal Cruelty,720,2022-12-01,24,28
Animal Cruelty,720,2023-01-01,47,33
Animal Cruelty,720,2023-02-01,34,35
Animal Cruelty,720,2023-03-01,48,43
Animal Cruelty,720,2023-04-01,43,42
Animal Cruelty,720,2023-05-01,58,50
Animal Cruelty,720,2023-06-01,21,41
Arson,200,2019-01-01,36,NA
Arson,200,2019-02-01,43,NA
Arson,200,2019-03-01,40,40
Arson,200,2019-04-01,48,44
Arson,200,2019-05-01,42,43
Arson,200,2019-06-01,39,43
Arson,200,2019-07-01,46,42
Arson,200,2019-08-01,39,41
Arson,200,2019-09-01,35,40
Arson,200,2019-10-01,50,41
Arson,200,2019-11-01,42,42
Arson,200,2019-12-01,37,43
Arson,200,2020-01-01,39,39
Arson,200,2020-02-01,40,39
Arson,200,2020-03-01,38,39
Arson,200,2020-04-01,41,40
Arson,200,2020-05-01,62,47
Arson,200,2020-06-01,41,48
Arson,200,2020-07-01,44,49
Arson,200,2020-08-01,47,44
Arson,200,2020-09-01,41,44
Arson,200,2020-10-01,59,49
Arson,200,2020-11-01,41,47
Arson,200,2020-12-01,39,46
Arson,200,2021-01-01,53,44
Arson,200,2021-02-01,28,40
Arson,200,2021-03-01,44,42
Arson,200,2021-04-01,48,40
Arson,200,2021-05-01,36,43
Arson,200,2021-06-01,34,39
Arson,200,2021-07-01,47,39
Arson,200,2021-08-01,47,43
Arson,200,2021-09-01,33,42
Arson,200,2021-10-01,37,39
Arson,200,2021-11-01,19,30
Arson,200,2021-12-01,36,31
Arson,200,2022-01-01,40,32
Arson,200,2022-02-01,50,42
Arson,200,2022-03-01,42,44
Arson,200,2022-04-01,49,47
Arson,200,2022-05-01,44,45
Arson,200,2022-06-01,29,41
Arson,200,2022-07-01,27,33
Arson,200,2022-08-01,25,27
Arson,200,2022-09-01,35,29
Arson,200,2022-10-01,51,37
Arson,200,2022-11-01,24,37
Arson,200,2022-12-01,32,36
Arson,200,2023-01-01,48,35
Arson,200,2023-02-01,33,38
Arson,200,2023-03-01,33,38
Arson,200,2023-04-01,44,37
Arson,200,2023-05-01,39,39
Arson,200,2023-06-01,16,33
Assisting or promoting prostitution,40B,2019-01-01,8,NA
Assisting or promoting prostitution,40B,2019-02-01,6,NA
Assisting or promoting prostitution,40B,2019-03-01,9,8
Assisting or promoting prostitution,40B,2019-04-01,4,6
Assisting or promoting prostitution,40B,2019-05-01,3,5
Assisting or promoting prostitution,40B,2019-06-01,6,4
Assisting or promoting prostitution,40B,2019-07-01,8,6
Assisting or promoting prostitution,40B,2019-08-01,4,6
Assisting or promoting prostitution,40B,2019-09-01,8,7
Assisting or promoting prostitution,40B,2019-10-01,5,6
Assisting or promoting prostitution,40B,2019-11-01,5,6
Assisting or promoting prostitution,40B,2019-12-01,3,4
Assisting or promoting prostitution,40B,2020-01-01,7,5
Assisting or promoting prostitution,40B,2020-02-01,4,5
Assisting or promoting prostitution,40B,2020-03-01,6,6
Assisting or promoting prostitution,40B,2020-04-01,3,4
Assisting or promoting prostitution,40B,2020-05-01,4,4
Assisting or promoting prostitution,40B,2020-06-01,4,4
Assisting or promoting prostitution,40B,2020-07-01,6,5
Assisting or promoting prostitution,40B,2020-08-01,2,4
Assisting or promoting prostitution,40B,2020-09-01,6,5
Assisting or promoting prostitution,40B,2020-10-01,4,4
Assisting or promoting prostitution,40B,2020-11-01,2,4
Assisting or promoting prostitution,40B,2020-12-01,5,4
Assisting or promoting prostitution,40B,2021-01-01,4,4
Assisting or promoting prostitution,40B,2021-02-01,5,5
Assisting or promoting prostitution,40B,2021-03-01,2,4
Assisting or promoting prostitution,40B,2021-04-01,1,3
Assisting or promoting prostitution,40B,2021-05-01,5,3
Assisting or promoting prostitution,40B,2021-06-01,3,3
Assisting or promoting prostitution,40B,2021-08-01,4,4
Assisting or promoting prostitution,40B,2021-09-01,2,3
Assisting or promoting prostitution,40B,2021-10-01,3,3
Assisting or promoting prostitution,40B,2021-11-01,5,3
Assisting or promoting prostitution,40B,2021-12-01,1,3
Assisting or promoting prostitution,40B,2022-01-01,2,3
Assisting or promoting prostitution,40B,2022-02-01,3,2
Assisting or promoting prostitution,40B,2022-03-01,4,3
Assisting or promoting prostitution,40B,2022-05-01,2,3
Assisting or promoting prostitution,40B,2022-06-01,1,2
Assisting or promoting prostitution,40B,2022-08-01,4,2
Assisting or promoting prostitution,40B,2022-10-01,3,3
Assisting or promoting prostitution,40B,2022-11-01,1,3
Assisting or promoting prostitution,40B,2023-01-01,1,2
Assisting or promoting prostitution,40B,2023-02-01,1,1
Assisting or promoting prostitution,40B,2023-03-01,2,1
Assisting or promoting prostitution,40B,2023-05-01,1,1
Assisting or promoting prostitution,40B,2023-06-01,2,2
Bad checks,90A,2020-01-01,5,NA
Bad checks,90A,2020-02-01,9,NA
Bad checks,90A,2020-03-01,6,7
Bad checks,90A,2020-04-01,23,13
Bad checks,90A,2020-05-01,19,16
Bad checks,90A,2020-06-01,8,17
Bad checks,90A,2020-07-01,7,11
Bad checks,90A,2020-08-01,6,7
Bad checks,90A,2020-09-01,3,5
Bad checks,90A,2020-10-01,6,5
Bad checks,90A,2020-11-01,6,5
Bad checks,90A,2020-12-01,2,5
Bad checks,90A,2021-01-01,8,5
Bad checks,90A,2021-02-01,1,4
Bad checks,90A,2021-03-01,1,3
Bad checks,90A,2021-04-01,2,1
Bad checks,90A,2021-05-01,1,1
Bad checks,90A,2021-06-01,1,1
Bad checks,90A,2021-07-01,1,1
Bad checks,90A,2021-09-01,1,1
Bad checks,90A,2021-10-01,1,1
Bad checks,90A,2021-11-01,2,1
Bad checks,90A,2021-12-01,1,1
Bad checks,90A,2022-01-01,1,1
Bad checks,90A,2022-03-01,1,1
Bad checks,90A,2022-05-01,1,1
Bad checks,90A,2022-06-01,2,1
Bad checks,90A,2022-07-01,3,2
Bad checks,90A,2022-08-01,1,2
Bad checks,90A,2022-09-01,1,2
Bad checks,90A,2022-10-01,6,3
Bad checks,90A,2023-01-01,1,3
Bad checks,90A,2023-02-01,1,3
Bad checks,90A,2023-03-01,1,1
Betting/wagering,39A,2019-02-01,1,NA
Betting/wagering,39A,2019-04-01,1,NA
Betting/wagering,39A,2019-05-01,3,2
Betting/wagering,39A,2019-07-01,2,2
Betting/wagering,39A,2019-09-01,1,2
Betting/wagering,39A,2019-10-01,1,1
Betting/wagering,39A,2019-11-01,1,1
Betting/wagering,39A,2019-12-01,1,1
Betting/wagering,39A,2020-02-01,2,1
Betting/wagering,39A,2020-05-01,2,2
Betting/wagering,39A,2020-07-01,1,2
Betting/wagering,39A,2021-01-01,1,1
Betting/wagering,39A,2021-07-01,1,1
Betting/wagering,39A,2022-02-01,1,1
Betting/wagering,39A,2023-01-01,1,1
Betting/wagering,39A,2023-02-01,2,1
Betting/wagering,39A,2023-03-01,2,2
Betting/wagering,39A,2023-05-01,1,2
Bribery,510,2019-01-01,2,NA
Bribery,510,2019-03-01,1,NA
Bribery,510,2019-04-01,1,1
Bribery,510,2019-06-01,1,1
Bribery,510,2019-07-01,1,1
Bribery,510,2019-09-01,2,1
Bribery,510,2019-10-01,1,1
Bribery,510,2020-01-01,6,3
Bribery,510,2020-02-01,1,3
Bribery,510,2020-04-01,2,3
Bribery,510,2020-05-01,1,1
Bribery,510,2020-06-01,1,1
Bribery,510,2020-07-01,1,1
Bribery,510,2020-08-01,1,1
Bribery,510,2020-09-01,1,1
Bribery,510,2020-11-01,1,1
Bribery,510,2020-12-01,1,1
Bribery,510,2021-02-01,1,1
Bribery,510,2021-04-01,3,2
Bribery,510,2021-09-01,1,2
Bribery,510,2021-10-01,1,2
Bribery,510,2021-12-01,1,1
Bribery,510,2022-01-01,1,1
Bribery,510,2022-02-01,1,1
Bribery,510,2022-03-01,1,1
Bribery,510,2022-06-01,1,1
Bribery,510,2022-07-01,1,1
Bribery,510,2022-12-01,1,1
Bribery,510,2023-01-01,1,1
Bribery,510,2023-03-01,1,1
"Burglary, Breaking and Entering",220,2019-01-01,1298,NA
"Burglary, Breaking and Entering",220,2019-02-01,1195,NA
"Burglary, Breaking and Entering",220,2019-03-01,1285,1259
"Burglary, Breaking and Entering",220,2019-04-01,1349,1276
"Burglary, Breaking and Entering",220,2019-05-01,1555,1396
"Burglary, Breaking and Entering",220,2019-06-01,1460,1455
"Burglary, Breaking and Entering",220,2019-07-01,1511,1509
"Burglary, Breaking and Entering",220,2019-08-01,1447,1473
"Burglary, Breaking and Entering",220,2019-09-01,1475,1478
"Burglary, Breaking and Entering",220,2019-10-01,1394,1439
"Burglary, Breaking and Entering",220,2019-11-01,1453,1441
"Burglary, Breaking and Entering",220,2019-12-01,1479,1442
"Burglary, Breaking and Entering",220,2020-01-01,1474,1469
"Burglary, Breaking and Entering",220,2020-02-01,1150,1368
"Burglary, Breaking and Entering",220,2020-03-01,1200,1275
"Burglary, Breaking and Entering",220,2020-04-01,1102,1151
"Burglary, Breaking and Entering",220,2020-05-01,1244,1182
"Burglary, Breaking and Entering",220,2020-06-01,1270,1205
"Burglary, Breaking and Entering",220,2020-07-01,1341,1285
"Burglary, Breaking and Entering",220,2020-08-01,1368,1326
"Burglary, Breaking and Entering",220,2020-09-01,1214,1308
"Burglary, Breaking and Entering",220,2020-10-01,1352,1311
"Burglary, Breaking and Entering",220,2020-11-01,1300,1289
"Burglary, Breaking and Entering",220,2020-12-01,1358,1337
"Burglary, Breaking and Entering",220,2021-01-01,1258,1305
"Burglary, Breaking and Entering",220,2021-02-01,1248,1288
"Burglary, Breaking and Entering",220,2021-03-01,1013,1173
"Burglary, Breaking and Entering",220,2021-04-01,1034,1098
"Burglary, Breaking and Entering",220,2021-05-01,1187,1078
"Burglary, Breaking and Entering",220,2021-06-01,1083,1101
"Burglary, Breaking and Entering",220,2021-07-01,1159,1143
"Burglary, Breaking and Entering",220,2021-08-01,1144,1129
"Burglary, Breaking and Entering",220,2021-09-01,1139,1147
"Burglary, Breaking and Entering",220,2021-10-01,1236,1173
"Burglary, Breaking and Entering",220,2021-11-01,1178,1184
"Burglary, Breaking and Entering",220,2021-12-01,1231,1215
"Burglary, Breaking and Entering",220,2022-01-01,1096,1168
"Burglary, Breaking and Entering",220,2022-02-01,1051,1126
"Burglary, Breaking and Entering",220,2022-03-01,1140,1096
"Burglary, Breaking and Entering",220,2022-04-01,1138,1110
"Burglary, Breaking and Entering",220,2022-05-01,1225,1168
"Burglary, Breaking and Entering",220,2022-06-01,1150,1171
"Burglary, Breaking and Entering",220,2022-07-01,1340,1238
"Burglary, Breaking and Entering",220,2022-08-01,1260,1250
"Burglary, Breaking and Entering",220,2022-09-01,1210,1270
"Burglary, Breaking and Entering",220,2022-10-01,1234,1235
"Burglary, Breaking and Entering",220,2022-11-01,1109,1184
"Burglary, Breaking and Entering",220,2022-12-01,1110,1151
"Burglary, Breaking and Entering",220,2023-01-01,1298,1172
"Burglary, Breaking and Entering",220,2023-02-01,1136,1181
"Burglary, Breaking and Entering",220,2023-03-01,1188,1207
"Burglary, Breaking and Entering",220,2023-04-01,1011,1112
"Burglary, Breaking and Entering",220,2023-05-01,1273,1157
"Burglary, Breaking and Entering",220,2023-06-01,627,970
"Counterfeiting, forgery",250,2019-01-01,221,NA
"Counterfeiting, forgery",250,2019-02-01,223,NA
"Counterfeiting, forgery",250,2019-03-01,175,206
"Counterfeiting, forgery",250,2019-04-01,241,213
"Counterfeiting, forgery",250,2019-05-01,237,218
"Counterfeiting, forgery",250,2019-06-01,222,233
"Counterfeiting, forgery",250,2019-07-01,263,241
"Counterfeiting, forgery",250,2019-08-01,236,240
"Counterfeiting, forgery",250,2019-09-01,235,245
"Counterfeiting, forgery",250,2019-10-01,258,243
"Counterfeiting, forgery",250,2019-11-01,296,263
"Counterfeiting, forgery",250,2019-12-01,258,271
"Counterfeiting, forgery",250,2020-01-01,230,261
"Counterfeiting, forgery",250,2020-02-01,204,231
"Counterfeiting, forgery",250,2020-03-01,172,202
"Counterfeiting, forgery",250,2020-04-01,172,183
"Counterfeiting, forgery",250,2020-05-01,155,166
"Counterfeiting, forgery",250,2020-06-01,149,159
"Counterfeiting, forgery",250,2020-07-01,140,148
"Counterfeiting, forgery",250,2020-08-01,159,149
"Counterfeiting, forgery",250,2020-09-01,154,151
"Counterfeiting, forgery",250,2020-10-01,214,176
"Counterfeiting, forgery",250,2020-11-01,179,182
"Counterfeiting, forgery",250,2020-12-01,165,186
"Counterfeiting, forgery",250,2021-01-01,221,188
"Counterfeiting, forgery",250,2021-02-01,155,180
"Counterfeiting, forgery",250,2021-03-01,224,200
"Counterfeiting, forgery",250,2021-04-01,208,196
"Counterfeiting, forgery",250,2021-05-01,156,196
"Counterfeiting, forgery",250,2021-06-01,219,194
"Counterfeiting, forgery",250,2021-07-01,245,207
"Counterfeiting, forgery",250,2021-08-01,263,242
"Counterfeiting, forgery",250,2021-09-01,208,239
"Counterfeiting, forgery",250,2021-10-01,217,229
"Counterfeiting, forgery",250,2021-11-01,203,209
"Counterfeiting, forgery",250,2021-12-01,177,199
"Counterfeiting, forgery",250,2022-01-01,262,214
"Counterfeiting, forgery",250,2022-02-01,198,212
"Counterfeiting, forgery",250,2022-03-01,256,239
"Counterfeiting, forgery",250,2022-04-01,267,240
"Counterfeiting, forgery",250,2022-05-01,273,265
"Counterfeiting, forgery",250,2022-06-01,266,269
"Counterfeiting, forgery",250,2022-07-01,244,261
"Counterfeiting, forgery",250,2022-08-01,320,277
"Counterfeiting, forgery",250,2022-09-01,278,281
"Counterfeiting, forgery",250,2022-10-01,247,282
"Counterfeiting, forgery",250,2022-11-01,219,248
"Counterfeiting, forgery",250,2022-12-01,107,191
"Counterfeiting, forgery",250,2023-01-01,259,195
"Counterfeiting, forgery",250,2023-02-01,208,191
"Counterfeiting, forgery",250,2023-03-01,232,233
"Counterfeiting, forgery",250,2023-04-01,173,204
"Counterfeiting, forgery",250,2023-05-01,291,232
"Counterfeiting, forgery",250,2023-06-01,121,195
"Credit card, ATM fraud",26B,2019-01-01,352,NA
"Credit card, ATM fraud",26B,2019-02-01,358,NA
"Credit card, ATM fraud",26B,2019-03-01,288,333
"Credit card, ATM fraud",26B,2019-04-01,305,317
"Credit card, ATM fraud",26B,2019-05-01,333,309
"Credit card, ATM fraud",26B,2019-06-01,291,310
"Credit card, ATM fraud",26B,2019-07-01,322,315
"Credit card, ATM fraud",26B,2019-08-01,355,323
"Credit card, ATM fraud",26B,2019-09-01,292,323
"Credit card, ATM fraud",26B,2019-10-01,370,339
"Credit card, ATM fraud",26B,2019-11-01,324,329
"Credit card, ATM fraud",26B,2019-12-01,337,344
"Credit card, ATM fraud",26B,2020-01-01,312,324
"Credit card, ATM fraud",26B,2020-02-01,307,319
"Credit card, ATM fraud",26B,2020-03-01,221,280
"Credit card, ATM fraud",26B,2020-04-01,218,249
"Credit card, ATM fraud",26B,2020-05-01,210,216
"Credit card, ATM fraud",26B,2020-06-01,193,207
"Credit card, ATM fraud",26B,2020-07-01,164,189
"Credit card, ATM fraud",26B,2020-08-01,160,172
"Credit card, ATM fraud",26B,2020-09-01,138,154
"Credit card, ATM fraud",26B,2020-10-01,134,144
"Credit card, ATM fraud",26B,2020-11-01,134,135
"Credit card, ATM fraud",26B,2020-12-01,152,140
"Credit card, ATM fraud",26B,2021-01-01,171,152
"Credit card, ATM fraud",26B,2021-02-01,144,156
"Credit card, ATM fraud",26B,2021-03-01,135,150
"Credit card, ATM fraud",26B,2021-04-01,154,144
"Credit card, ATM fraud",26B,2021-05-01,145,145
"Credit card, ATM fraud",26B,2021-06-01,168,156
"Credit card, ATM fraud",26B,2021-07-01,184,166
"Credit card, ATM fraud",26B,2021-08-01,182,178
"Credit card, ATM fraud",26B,2021-09-01,181,182
"Credit card, ATM fraud",26B,2021-10-01,167,177
"Credit card, ATM fraud",26B,2021-11-01,150,166
"Credit card, ATM fraud",26B,2021-12-01,144,154
"Credit card, ATM fraud",26B,2022-01-01,172,155
"Credit card, ATM fraud",26B,2022-02-01,202,173
"Credit card, ATM fraud",26B,2022-03-01,208,194
"Credit card, ATM fraud",26B,2022-04-01,177,196
"Credit card, ATM fraud",26B,2022-05-01,197,194
"Credit card, ATM fraud",26B,2022-06-01,202,192
"Credit card, ATM fraud",26B,2022-07-01,185,195
"Credit card, ATM fraud",26B,2022-08-01,193,193
"Credit card, ATM fraud",26B,2022-09-01,181,186
"Credit card, ATM fraud",26B,2022-10-01,178,184
"Credit card, ATM fraud",26B,2022-11-01,139,166
"Credit card, ATM fraud",26B,2022-12-01,49,122
"Credit card, ATM fraud",26B,2023-01-01,149,112
"Credit card, ATM fraud",26B,2023-02-01,152,117
"Credit card, ATM fraud",26B,2023-03-01,180,160
"Credit card, ATM fraud",26B,2023-04-01,126,153
"Credit card, ATM fraud",26B,2023-05-01,204,170
"Credit card, ATM fraud",26B,2023-06-01,98,143
"Curfew, loitering, vagrancy violations",90B,2020-01-01,5,NA
"Curfew, loitering, vagrancy violations",90B,2020-02-01,4,NA
"Curfew, loitering, vagrancy violations",90B,2020-03-01,4,4
"Curfew, loitering, vagrancy violations",90B,2020-04-01,4,4
"Curfew, loitering, vagrancy violations",90B,2020-05-01,5,4
"Curfew, loitering, vagrancy violations",90B,2020-06-01,4,4
"Curfew, loitering, vagrancy violations",90B,2020-07-01,2,4
"Curfew, loitering, vagrancy violations",90B,2020-08-01,3,3
"Curfew, loitering, vagrancy violations",90B,2020-09-01,4,3
"Curfew, loitering, vagrancy violations",90B,2020-10-01,7,5
"Curfew, loitering, vagrancy violations",90B,2020-11-01,2,4
"Curfew, loitering, vagrancy violations",90B,2020-12-01,2,4
"Curfew, loitering, vagrancy violations",90B,2021-01-01,3,2
"Curfew, loitering, vagrancy violations",90B,2021-02-01,3,3
"Curfew, loitering, vagrancy violations",90B,2021-03-01,4,3
"Curfew, loitering, vagrancy violations",90B,2021-04-01,3,3
"Curfew, loitering, vagrancy violations",90B,2021-05-01,4,4
"Curfew, loitering, vagrancy violations",90B,2021-06-01,3,3
"Curfew, loitering, vagrancy violations",90B,2021-07-01,2,3
"Curfew, loitering, vagrancy violations",90B,2021-08-01,4,3
"Curfew, loitering, vagrancy violations",90B,2021-09-01,5,4
"Curfew, loitering, vagrancy violations",90B,2021-10-01,7,5
"Curfew, loitering, vagrancy violations",90B,2021-11-01,4,5
"Curfew, loitering, vagrancy violations",90B,2021-12-01,7,6
"Curfew, loitering, vagrancy violations",90B,2022-01-01,4,5
"Curfew, loitering, vagrancy violations",90B,2022-02-01,4,5
"Curfew, loitering, vagrancy violations",90B,2022-03-01,5,4
"Curfew, loitering, vagrancy violations",90B,2022-04-01,4,4
"Curfew, loitering, vagrancy violations",90B,2022-05-01,4,4
"Curfew, loitering, vagrancy violations",90B,2022-06-01,3,4
