beat,district,area_sq_mi,placename,population,offense_type,nibrs_class,total19,total20,total21,total22,last12mos,total_prior3years,avg_prior3years,inc_19to21,inc_19tolast12,inc_21tolast12,inc_prior3yearavgtolast12,rate19,rate20,rate21,rate_last12,rate_prior3years
23J50,23,2.12389492,Intercontinental Airport,0,Weapon law violations,520,72,50,79,50,103,201,67,9.7,43.1,30.4,54,NA,NA,NA,NA,NA
1A10,1,1.74646692,Downtown Central Business District,17000,Aggravated Assault,13A,182,180,193,60,194,555,185,6,6.6,0.5,5,1070.6,1058.8,1135.3,1141.2,1088.2
1A10,1,1.74646692,Downtown Central Business District,17000,All other larceny,23H,600,318,337,153,359,1255,418.3,-43.8,-40.2,6.5,-14,3529.4,1870.6,1982.4,2111.8,2460.6
1A10,1,1.74646692,Downtown Central Business District,17000,All other offenses,90Z,0,327,401,134,388,728,242.7,NA,NA,-3.2,60,0,1923.5,2358.8,2282.4,1427.6
1A10,1,1.74646692,Downtown Central Business District,17000,Animal Cruelty,720,3,3,6,1,5,12,4,100,66.7,-16.7,25,17.6,17.6,35.3,29.4,23.5
1A10,1,1.74646692,Downtown Central Business District,17000,Arson,200,2,6,17,2,15,25,8.3,750,650,-11.8,81,11.8,35.3,100,88.2,48.8
1A10,1,1.74646692,Downtown Central Business District,17000,Assisting or promoting prostitution,40B,4,1,2,0,1,7,2.3,-50,-75,-50,-57,23.5,5.9,11.8,5.9,13.5
1A10,1,1.74646692,Downtown Central Business District,17000,Bad checks,90A,0,1,1,0,0,2,0.7,NA,NA,-100,-100,0,5.9,5.9,0,4.1
1A10,1,1.74646692,Downtown Central Business District,17000,Bribery,510,1,0,0,0,0,1,0.3,-100,-100,NA,-100,5.9,0,0,0,1.8
1A10,1,1.74646692,Downtown Central Business District,17000,"Burglary, Breaking and Entering",220,76,77,65,33,74,218,72.7,-14.5,-2.6,13.8,2,447.1,452.9,382.4,435.3,427.6
1A10,1,1.74646692,Downtown Central Business District,17000,"Counterfeiting, forgery",250,61,22,37,21,44,120,40,-39.3,-27.9,18.9,10,358.8,129.4,217.6,258.8,235.3
1A10,1,1.74646692,Downtown Central Business District,17000,"Credit card, ATM fraud",26B,63,25,35,21,44,123,41,-44.4,-30.2,25.7,7,370.6,147.1,205.9,258.8,241.2
1A10,1,1.74646692,Downtown Central Business District,17000,"Curfew, loitering, vagrancy violations",90B,0,1,1,0,0,2,0.7,NA,NA,-100,-100,0,5.9,5.9,0,4.1
1A10,1,1.74646692,Downtown Central Business District,17000,"Destruction, damage, vandalism",290,292,335,301,128,312,928,309.3,3.1,6.8,3.7,1,1717.6,1970.6,1770.6,1835.3,1819.4
1A10,1,1.74646692,Downtown Central Business District,17000,Disorderly conduct,90C,0,70,55,21,54,125,41.7,NA,NA,-1.8,29,0,411.8,323.5,317.6,245.3
1A10,1,1.74646692,Downtown Central Business District,17000,Driving under the influence,90D,0,129,171,50,136,300,100,NA,NA,-20.5,36,0,758.8,1005.9,800,588.2
1A10,1,1.74646692,Downtown Central Business District,17000,Drug equipment violations,35B,10,19,24,4,16,53,17.7,140,60,-33.3,-10,58.8,111.8,141.2,94.1,104.1
1A10,1,1.74646692,Downtown Central Business District,17000,"Drug, narcotic violations",35A,106,114,193,63,173,413,137.7,82.1,63.2,-10.4,26,623.5,670.6,1135.3,1017.6,810
1A10,1,1.74646692,Downtown Central Business District,17000,Drunkenness,90E,0,43,28,4,16,71,23.7,NA,NA,-42.9,-32,0,252.9,164.7,94.1,139.4
1A10,1,1.74646692,Downtown Central Business District,17000,Embezzlement,270,5,7,4,1,4,16,5.3,-20,-20,0,-25,29.4,41.2,23.5,23.5,31.2
1A10,1,1.74646692,Downtown Central Business District,17000,"Extortion, Blackmail",210,1,3,3,0,1,7,2.3,200,0,-66.7,-57,5.9,17.6,17.6,5.9,13.5
1A10,1,1.74646692,Downtown Central Business District,17000,"False pretenses, swindle",26A,105,48,63,30,75,216,72,-40,-28.6,19,4,617.6,282.4,370.6,441.2,423.5
1A10,1,1.74646692,Downtown Central Business District,17000,"Family offenses, no violence",90F,0,1,4,1,4,5,1.7,NA,NA,0,135,0,5.9,23.5,23.5,10
1A10,1,1.74646692,Downtown Central Business District,17000,Forcible fondling,11D,7,4,12,4,13,23,7.7,71.4,85.7,8.3,69,41.2,23.5,70.6,76.5,45.3
1A10,1,1.74646692,Downtown Central Business District,17000,Forcible rape,11A,13,12,10,1,7,35,11.7,-23.1,-46.2,-30,-40,76.5,70.6,58.8,41.2,68.8
1A10,1,1.74646692,Downtown Central Business District,17000,Forcible sodomy,11B,6,8,11,3,5,25,8.3,83.3,-16.7,-54.5,-40,35.3,47.1,64.7,29.4,48.8
1A10,1,1.74646692,Downtown Central Business District,17000,From coin-operated machine or device,23E,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,5.9,0,0,1.8
1A10,1,1.74646692,Downtown Central Business District,17000,Gambling equipment violations,39C,1,0,1,1,1,2,0.7,0,0,0,43,5.9,0,5.9,5.9,4.1
1A10,1,1.74646692,Downtown Central Business District,17000,Hacking/Computer Invasion,26G,3,3,3,1,3,9,3,0,0,0,0,17.6,17.6,17.6,17.6,17.6
1A10,1,1.74646692,Downtown Central Business District,17000,Human Trafficking/Commercial Sex Act,64A,4,1,3,1,2,8,2.7,-25,-50,-33.3,-26,23.5,5.9,17.6,11.8,15.9
1A10,1,1.74646692,Downtown Central Business District,17000,Human Trafficking/Involuntary Servitude,64B,0,0,1,0,1,1,0.3,NA,NA,0,233,0,0,5.9,5.9,1.8
1A10,1,1.74646692,Downtown Central Business District,17000,Identify theft,26F,50,52,101,17,71,203,67.7,102,42,-29.7,5,294.1,305.9,594.1,417.6,398.2
1A10,1,1.74646692,Downtown Central Business District,17000,Impersonation,26C,17,3,4,2,4,24,8,-76.5,-76.5,0,-50,100,17.6,23.5,23.5,47.1
1A10,1,1.74646692,Downtown Central Business District,17000,Intimidation,13C,204,226,237,104,256,667,222.3,16.2,25.5,8,15,1200,1329.4,1394.1,1505.9,1307.6
1A10,1,1.74646692,Downtown Central Business District,17000,"Kidnapping, abduction",100,1,2,4,0,2,7,2.3,300,100,-50,-13,5.9,11.8,23.5,11.8,13.5
1A10,1,1.74646692,Downtown Central Business District,17000,"Kidnapping, Abduction",100,0,0,0,2,2,0,0,NA,NA,NA,NA,0,0,0,11.8,0
1A10,1,1.74646692,Downtown Central Business District,17000,Liquor law violations,90G,0,1,2,0,1,3,1,NA,NA,-50,0,0,5.9,11.8,5.9,5.9
1A10,1,1.74646692,Downtown Central Business District,17000,Motor vehicle theft,240,155,146,237,100,268,538,179.3,52.9,72.9,13.1,49,911.8,858.8,1394.1,1576.5,1054.7
1A10,1,1.74646692,Downtown Central Business District,17000,"Murder, non-negligent",09A,2,2,3,1,3,7,2.3,50,50,0,30,11.8,11.8,17.6,17.6,13.5
1A10,1,1.74646692,Downtown Central Business District,17000,Pocket-picking,23A,29,13,9,2,5,51,17,-69,-82.8,-44.4,-71,170.6,76.5,52.9,29.4,100
1A10,1,1.74646692,Downtown Central Business District,17000,"Pornographs, obscene material",370,45,53,50,22,41,148,49.3,11.1,-8.9,-18,-17,264.7,311.8,294.1,241.2,290
1A10,1,1.74646692,Downtown Central Business District,17000,Prostitution,40A,21,3,22,7,29,46,15.3,4.8,38.1,31.8,90,123.5,17.6,129.4,170.6,90
1A10,1,1.74646692,Downtown Central Business District,17000,Purchasing prostitution,40C,5,5,0,2,2,10,3.3,-100,-60,NA,-39,29.4,29.4,0,11.8,19.4
1A10,1,1.74646692,Downtown Central Business District,17000,Purse-snatching,23B,12,8,13,2,11,33,11,8.3,-8.3,-15.4,0,70.6,47.1,76.5,64.7,64.7
1A10,1,1.74646692,Downtown Central Business District,17000,Robbery,120,92,90,69,23,64,251,83.7,-25,-30.4,-7.2,-24,541.2,529.4,405.9,376.5,492.4
1A10,1,1.74646692,Downtown Central Business District,17000,Sexual assault with an object,11C,1,1,0,0,0,2,0.7,-100,-100,NA,-100,5.9,5.9,0,0,4.1
1A10,1,1.74646692,Downtown Central Business District,17000,Shoplifting,23C,79,91,138,40,153,308,102.7,74.7,93.7,10.9,49,464.7,535.3,811.8,900,604.1
1A10,1,1.74646692,Downtown Central Business District,17000,Simple assault,13B,548,299,399,165,415,1246,415.3,-27.2,-24.3,4,-0,3223.5,1758.8,2347.1,2441.2,2442.9
1A10,1,1.74646692,Downtown Central Business District,17000,Statutory rape,36B,0,0,1,0,0,1,0.3,NA,NA,-100,-100,0,0,5.9,0,1.8
1A10,1,1.74646692,Downtown Central Business District,17000,Stolen property offenses,280,3,5,9,3,7,17,5.7,200,133.3,-22.2,23,17.6,29.4,52.9,41.2,33.5
1A10,1,1.74646692,Downtown Central Business District,17000,Theft from building,23D,150,54,58,20,59,262,87.3,-61.3,-60.7,1.7,-32,882.4,317.6,341.2,347.1,513.5
1A10,1,1.74646692,Downtown Central Business District,17000,Theft from motor vehicle,23F,601,361,275,199,395,1237,412.3,-54.2,-34.3,43.6,-4,3535.3,2123.5,1617.6,2323.5,2425.3
1A10,1,1.74646692,Downtown Central Business District,17000,Theft of motor vehicle parts or accessory,23G,33,32,97,72,150,162,54,193.9,354.5,54.6,178,194.1,188.2,570.6,882.4,317.6
1A10,1,1.74646692,Downtown Central Business District,17000,Trespass of real property,90J,0,156,207,101,231,363,121,NA,NA,11.6,91,0,917.6,1217.6,1358.8,711.8
1A10,1,1.74646692,Downtown Central Business District,17000,Weapon law violations,520,15,27,37,13,31,79,26.3,146.7,106.7,-16.2,18,88.2,158.8,217.6,182.4,154.7
1A10,1,1.74646692,Downtown Central Business District,17000,Wire fraud,26E,1,0,0,0,0,1,0.3,-100,-100,NA,-100,5.9,0,0,0,1.8
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Aggravated Assault,13A,112,115,186,79,188,413,137.7,66.1,67.9,1.1,37,414.8,425.9,688.9,696.3,510
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,All other larceny,23H,419,386,432,142,374,1237,412.3,3.1,-10.7,-13.4,-9,1551.9,1429.6,1600,1385.2,1527
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,All other offenses,90Z,0,173,181,78,190,354,118,NA,NA,5,61,0,640.7,670.4,703.7,437
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Animal Cruelty,720,3,2,3,2,3,8,2.7,0,0,0,11,11.1,7.4,11.1,11.1,10
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Arson,200,4,5,2,2,3,11,3.7,-50,-25,50,-19,14.8,18.5,7.4,11.1,13.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Assisting or promoting prostitution,40B,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,3.7,0,0,1.1
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Bad checks,90A,0,1,1,0,1,2,0.7,NA,NA,0,43,0,3.7,3.7,3.7,2.6
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Burglary, Breaking and Entering",220,309,304,217,95,226,830,276.7,-29.8,-26.9,4.1,-18,1144.4,1125.9,803.7,837,1024.8
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Counterfeiting, forgery",250,35,33,52,12,46,120,40,48.6,31.4,-11.5,15,129.6,122.2,192.6,170.4,148.1
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Credit card, ATM fraud",26B,81,42,50,23,55,173,57.7,-38.3,-32.1,10,-5,300,155.6,185.2,203.7,213.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Destruction, damage, vandalism",290,326,352,413,151,374,1091,363.7,26.7,14.7,-9.4,3,1207.4,1303.7,1529.6,1385.2,1347
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Disorderly conduct,90C,0,45,39,15,35,84,28,NA,NA,-10.3,25,0,166.7,144.4,129.6,103.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Driving under the influence,90D,0,117,151,70,154,268,89.3,NA,NA,2,72,0,433.3,559.3,570.4,330.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Drug equipment violations,35B,31,28,18,16,28,77,25.7,-41.9,-9.7,55.6,9,114.8,103.7,66.7,103.7,95.2
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Drug, narcotic violations",35A,75,60,54,27,59,189,63,-28,-21.3,9.3,-6,277.8,222.2,200,218.5,233.3
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Drunkenness,90E,0,29,27,5,17,56,18.7,NA,NA,-37,-9,0,107.4,100,63,69.3
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Embezzlement,270,4,4,2,1,3,10,3.3,-50,-25,50,-9,14.8,14.8,7.4,11.1,12.2
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Extortion, Blackmail",210,0,5,2,3,5,7,2.3,NA,NA,150,117,0,18.5,7.4,18.5,8.5
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"False pretenses, swindle",26A,57,46,45,19,42,148,49.3,-21.1,-26.3,-6.7,-15,211.1,170.4,166.7,155.6,182.6
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Family offenses, no violence",90F,0,3,4,0,3,7,2.3,NA,NA,-25,30,0,11.1,14.8,11.1,8.5
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Forcible fondling,11D,8,7,13,4,14,28,9.3,62.5,75,7.7,51,29.6,25.9,48.1,51.9,34.4
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Forcible rape,11A,11,11,7,4,7,29,9.7,-36.4,-36.4,0,-28,40.7,40.7,25.9,25.9,35.9
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Forcible sodomy,11B,10,6,6,5,9,22,7.3,-40,-10,50,23,37,22.2,22.2,33.3,27
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,From coin-operated machine or device,23E,3,1,1,1,1,5,1.7,-66.7,-66.7,0,-41,11.1,3.7,3.7,3.7,6.3
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Hacking/Computer Invasion,26G,0,3,3,2,4,6,2,NA,NA,33.3,100,0,11.1,11.1,14.8,7.4
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Human Trafficking/Commercial Sex Act,64A,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,3.7,0,0,1.1
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Identify theft,26F,39,37,59,22,52,135,45,51.3,33.3,-11.9,16,144.4,137,218.5,192.6,166.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Impersonation,26C,5,0,5,1,4,10,3.3,0,-20,-20,21,18.5,0,18.5,14.8,12.2
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Intimidation,13C,142,210,219,81,214,571,190.3,54.2,50.7,-2.3,12,525.9,777.8,811.1,792.6,704.8
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Kidnapping, abduction",100,5,2,1,0,1,8,2.7,-80,-80,0,-63,18.5,7.4,3.7,3.7,10
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Kidnapping, Abduction",100,0,0,0,1,1,0,0,NA,NA,NA,NA,0,0,0,3.7,0
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Liquor law violations,90G,0,2,1,0,1,3,1,NA,NA,0,0,0,7.4,3.7,3.7,3.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Motor vehicle theft,240,179,199,264,127,281,642,214,47.5,57,6.4,31,663,737,977.8,1040.7,792.6
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Murder, non-negligent",09A,2,3,4,2,4,9,3,100,100,0,33,7.4,11.1,14.8,14.8,11.1
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Pocket-picking,23A,12,6,12,2,10,30,10,0,-16.7,-16.7,0,44.4,22.2,44.4,37,37
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,"Pornographs, obscene material",370,2,4,4,3,7,10,3.3,100,250,75,112,7.4,14.8,14.8,25.9,12.2
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Prostitution,40A,2,0,1,0,1,3,1,-50,-50,0,0,7.4,0,3.7,3.7,3.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Purse-snatching,23B,8,4,10,2,6,22,7.3,25,-25,-40,-18,29.6,14.8,37,22.2,27
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Robbery,120,88,96,109,37,102,293,97.7,23.9,15.9,-6.4,4,325.9,355.6,403.7,377.8,361.9
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Sexual assault with an object,11C,2,0,1,0,1,3,1,-50,-50,0,0,7.4,0,3.7,3.7,3.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Shoplifting,23C,158,306,154,74,131,618,206,-2.5,-17.1,-14.9,-36,585.2,1133.3,570.4,485.2,763
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Simple assault,13B,414,335,378,171,378,1127,375.7,-8.7,-8.7,0,1,1533.3,1240.7,1400,1400,1391.5
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Stolen property offenses,280,1,0,3,3,4,4,1.3,200,300,33.3,208,3.7,0,11.1,14.8,4.8
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Theft from building,23D,79,38,64,21,49,181,60.3,-19,-38,-23.4,-19,292.6,140.7,237,181.5,223.3
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Theft from motor vehicle,23F,1663,1225,1338,466,1232,4226,1408.7,-19.5,-25.9,-7.9,-13,6159.3,4537,4955.6,4563,5217.4
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Theft of motor vehicle parts or accessory,23G,58,90,215,124,265,363,121,270.7,356.9,23.3,119,214.8,333.3,796.3,981.5,448.1
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Trespass of real property,90J,0,137,152,86,173,289,96.3,NA,NA,13.8,80,0,507.4,563,640.7,356.7
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Weapon law violations,520,9,13,27,9,28,49,16.3,200,211.1,3.7,72,33.3,48.1,100,103.7,60.4
1A20,1,2.44133075,"Fourth Ward, Avondale and Westmoreland",27000,Wire fraud,26E,1,0,1,1,1,2,0.7,0,0,0,43,3.7,0,3.7,3.7,2.6
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,Aggravated Assault,13A,74,81,88,29,89,243,81,18.9,20.3,1.1,10,274.1,300,325.9,329.6,300
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,All other larceny,23H,252,232,208,94,212,692,230.7,-17.5,-15.9,1.9,-8,933.3,859.3,770.4,785.2,854.4
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,All other offenses,90Z,0,177,126,66,149,303,101,NA,NA,18.3,48,0,655.6,466.7,551.9,374.1
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,Animal Cruelty,720,4,0,2,0,1,6,2,-50,-75,-50,-50,14.8,0,7.4,3.7,7.4
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,Arson,200,2,3,4,2,5,9,3,100,150,25,67,7.4,11.1,14.8,18.5,11.1
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,Assisting or promoting prostitution,40B,1,0,1,0,0,2,0.7,0,-100,-100,-100,3.7,0,3.7,0,2.6
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,Bad checks,90A,0,1,1,0,1,2,0.7,NA,NA,0,43,0,3.7,3.7,3.7,2.6
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,Bribery,510,0,1,0,0,0,1,0.3,NA,NA,NA,-100,0,3.7,0,0,1.1
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,"Burglary, Breaking and Entering",220,236,205,182,52,174,623,207.7,-22.9,-26.3,-4.4,-16,874.1,759.3,674.1,644.4,769.3
1A30,1,2.65916892,"Cherryhurst, Mandell Place and Montrose",27000,"Counterfeiting, forgery",250,35,31,56,31,69,122,40.7,60,97.1,23.2,70,129.6,114.8,207.4,255.6,150.7
